areaFIPS,areaname,areaname2,allchildren3to5,atleast1immigparent,allnativebornparents,lowincome,notlowincome,notenrolled,enrolled,atleast1immigparent_pct,allnativebornparents_pct,lowincome_pct,notlowincome_pct,notenrolled_pct,enrolled_pct
11740,Ashland, OH,2000,0,2000,1000,1000,1000,1000,0,0.954784214,0.495753944,0.504246056,0.430020273,0.569979727
11820,Astoria, OR,1000,0,1000,1000,1000,1000,1000,0,0.867615819,0.50397253,0.49602747,0.46416527,0.53583473
11860,Atchison, KS,1000,0,1000,0,500,0,500,0,0.947048366,0,0.672425687,0,0.613837481
11940,Athens, TN,2000,0,2000,1000,1000,1000,1000,0,0.931731284,0.62341547,0.3765845,0.485779494,0.514220476
11980,Athens, TX,3000,0,2000,1000,1000,1000,1000,0,0.841256559,0.485783935,0.514216065,0.48818329,0.51181674
12020,Athens-Clarke County, GA,7000,0,6000,4000,3000,2000,5000,0,0.823614299,0.582684517,0.417315453,0.326709419,0.67329061
12060,Atlanta-Sandy Springs-Roswell, GA,240000,68000,167000,112000,125000,82000,158000,0.29000628,0.70999372,0.470884323,0.529115677,0.343217582,0.656782389
12100,Atlantic City-Hammonton, NJ,10000,3000,7000,5000,5000,4000,6000,0.292018294,0.707981706,0.485054851,0.514945149,0.371439993,0.628560007
12140,Auburn, IN,2000,0,2000,1000,1000,1000,1000,0,0.947360992,0.573510647,0.426489323,0.570830405,0.429169595
12180,Auburn, NY,2000,0,2000,0,1000,1000,1000,0,0.994038641,0,0.600538492,0.355854243,0.644145727
12220,Auburn-Opelika, AL,7000,0,6000,3000,3000,3000,4000,0,0.896252275,0.492382705,0.507617295,0.418951869,0.581048131
12260,Augusta-Richmond County, GA-SC,24000,0,21000,13000,11000,12000,12000,0,0.901994467,0.529444754,0.470555246,0.485019177,0.514980793
12380,Austin, MN,2000,0,1000,1000,1000,1000,1000,0,0.822245121,0.418517768,0.581482232,0.406403929,0.593596101
12420,Austin-Round Rock, TX,82000,27000,53000,33000,48000,33000,49000,0.339604318,0.660395682,0.404095531,0.595904469,0.407923847,0.592076182
12460,Bainbridge, GA,1000,0,1000,1000,500,500,1000,0,0.901057124,0.696432948,0.303567082,0.349419177,0.650580823
12540,Bakersfield, CA,46000,19000,27000,28000,18000,22000,24000,0.414270639,0.585729361,0.610757887,0.389242113,0.48665902,0.51334095
12580,Baltimore-Columbia-Towson, MD,107000,20000,86000,36000,70000,38000,69000,0.187103331,0.812896669,0.336521864,0.663478136,0.358389258,0.641610742
12620,Bangor, ME,5000,0,4000,3000,2000,2000,3000,0,0.889497876,0.551781297,0.448218703,0.406733453,0.593266547
12660,Baraboo, WI,2000,0,2000,1000,1000,1000,1000,0,0.934815884,0.452033997,0.547966003,0.38920483,0.61079514
12680,Bardstown, KY,2000,0,2000,0,1000,1000,1000,0,0.939489961,0,0.565230429,0.4093436,0.5906564
12700,Barnstable Town, MA,5000,0,4000,0,4000,0,4000,0,0.847395897,0,0.798314989,0,0.725008845
12740,Barre, VT,2000,0,2000,1000,1000,1000,1000,0,0.954043329,0.444370568,0.555629432,0.363455594,0.636544406
12780,Bartlesville, OK,2000,0,2000,1000,1000,1000,1000,0,0.926816702,0.571961641,0.428038359,0.37844348,0.62155652
12820,Bastrop, LA,1000,0,1000,1000,500,500,1000,0,0.972547233,0.651565313,0.348434687,0.384615391,0.615384579
12860,Batavia, NY,2000,0,2000,1000,1000,0,1000,0,0.948430479,0.527689338,0.472310632,0,0.735667825
12900,Batesville, AR,1000,0,1000,1000,500,1000,1000,0,0.950384319,0.599854231,0.400145769,0.461486489,0.538513541
12940,Baton Rouge, LA,35000,0,32000,17000,18000,13000,22000,0,0.937407255,0.487326682,0.512673318,0.368656307,0.631343722
12980,Battle Creek, MI,5000,0,4000,3000,2000,2000,3000,0,0.919466019,0.551709533,0.448290497,0.479587346,0.520412683
13020,Bay City, MI,3000,0,3000,1000,2000,1000,2000,0,0.954079926,0.382850468,0.617149532,0.382975221,0.617024779
13060,Bay City, TX,2000,0,1000,1000,1000,1000,1000,0,0.652984083,0.577053666,0.422946304,0.443331778,0.556668222
13100,Beatrice, NE,1000,0,1000,500,500,500,500,0,0.932846785,0.40407902,0.59592098,0.352954566,0.647045434
13140,Beaumont-Port Arthur, TX,17000,4000,13000,9000,8000,7000,10000,0.228554964,0.771445036,0.531950474,0.468049526,0.426422179,0.573577821
13180,Beaver Dam, WI,3000,0,3000,0,2000,1000,2000,0,0.903645992,0,0.612292647,0.370714456,0.629285574
13220,Beckley, WV,4000,0,4000,3000,1000,2000,2000,0,0.976918638,0.639401793,0.360598236,0.429916263,0.570083737
13260,Bedford, IN,2000,0,2000,1000,1000,1000,1000,0,0.96045512,0.539947748,0.460052222,0.536525786,0.463474214
13300,Beeville, TX,1000,0,1000,1000,1000,1000,1000,0,0.879289567,0.507783532,0.492216438,0.498382509,0.501617491
13340,Bellefontaine, OH,2000,0,2000,1000,1000,1000,1000,0,0.993410945,0.462773383,0.537226617,0.527145386,0.472854614
13380,Bellingham, WA,7000,0,6000,3000,4000,3000,4000,0,0.807347417,0.426481247,0.573518753,0.420600861,0.579399109
13420,Bemidji, MN,2000,0,2000,1000,1000,1000,1000,0,0.982191503,0.542521358,0.457478642,0.426229507,0.573770523
13500,Bennettsville, SC,1000,0,1000,1000,500,1000,1000,0,0.947221577,0.607736111,0.39226386,0.445083231,0.554916739
13540,Bennington, VT,1000,0,1000,0,1000,0,1000,0,0.93232882,0,0.585990727,0,0.675328076
13620,Berlin, NH-VT,1000,0,1000,500,1000,500,1000,0,0.910500467,0.347868025,0.652131975,0.331429183,0.668570817
13660,Big Rapids, MI,2000,0,1000,1000,1000,1000,1000,0,0.977311015,0.550892115,0.449107856,0.393009841,0.606990159
13700,Big Spring, TX,2000,0,1000,1000,1000,1000,1000,0,0.831714392,0.501402378,0.498597622,0.476995111,0.523004889
13720,Big Stone Gap, VA,2000,0,2000,1000,1000,1000,1000,0,0.984084427,0.612680793,0.387319207,0.473932505,0.526067495
13740,Billings, MT,7000,0,7000,3000,3000,3000,4000,0,0.961889565,0.503284931,0.496715099,0.463170052,0.536829948
13780,Binghamton, NY,8000,0,7000,4000,4000,3000,5000,0,0.919670045,0.47307092,0.52692908,0.39553231,0.60446769
13820,Birmingham-Hoover, AL,46000,5000,41000,22000,23000,19000,27000,0.108044386,0.891955614,0.487822294,0.512177706,0.415044546,0.584955454
13900,Bismarck, ND,5000,0,5000,1000,4000,3000,2000,0,0.97615093,0.18719238,0.81280762,0.524653137,0.475346863
13940,Blackfoot, ID,3000,0,2000,1000,1000,1000,1000,0,0.871855557,0.568358302,0.431641668,0.565633714,0.434366286
14010,Bloomington, IL,7000,0,6000,3000,4000,2000,5000,0,0.872443378,0.360364318,0.639635682,0.279880911,0.720119119
14020,Bloomington, IN,5000,0,4000,2000,3000,2000,3000,0,0.920968711,0.475717545,0.524282455,0.357836217,0.642163754
14100,Bloomsburg-Berwick, PA,3000,0,2000,1000,1000,1000,1000,0,0.955157638,0.439705491,0.560294509,0.467144936,0.532855034
14140,Bluefield, WV-VA,4000,0,3000,2000,1000,2000,2000,0,0.979816914,0.628447413,0.371552616,0.447877944,0.552122056
14180,Blytheville, AR,2000,0,2000,1000,0,0,1000,0,0.903183281,0.619247675,0,0,0.623369992
14220,Bogalusa, LA,2000,0,2000,1000,1000,1000,1000,0,0.956442237,0.493258595,0.506741405,0.42778042,0.57221961
14260,Boise City, ID,29000,4000,24000,14000,14000,16000,13000,0.142477691,0.857522309,0.503234148,0.496765822,0.557150126,0.442849874
14380,Boone, NC,1000,0,1000,1000,1000,1000,1000,0,0.918018043,0.470448494,0.529551506,0.424260348,0.575739622
14420,Borger, TX,1000,500,1000,1000,500,500,1000,0.313819349,0.686180651,0.561900139,0.438099861,0.475527823,0.524472177
14460,Boston-Cambridge-Newton, MA-NH,160000,56000,102000,45000,114000,49000,111000,0.355204165,0.644795835,0.283073604,0.716926396,0.304118425,0.695881605
14500,Boulder, CO,10000,2000,8000,3000,7000,3000,8000,0.244020283,0.755979717,0.270244718,0.729755282,0.267650545,0.732349455
14540,Bowling Green, KY,7000,0,6000,3000,3000,3000,4000,0,0.858830154,0.503454328,0.496545702,0.486743897,0.513256073
14580,Bozeman, MT,4000,0,3000,0,2000,2000,2000,0,0.917564392,0,0.628485084,0.459125042,0.540874958
14620,Bradford, PA,1000,0,1000,1000,1000,1000,1000,0,0.957701623,0.454724669,0.545275331,0.477033943,0.522966027
14660,Brainerd, MN,3000,0,3000,1000,2000,1000,2000,0,0.953972697,0.45754534,0.54245466,0.437303305,0.562696695
14700,Branson, MO,3000,0,3000,2000,1000,1000,2000,0,0.874109745,0.642766714,0.357233286,0.436169356,0.563830614
14740,Bremerton-Silverdale, WA,8000,0,7000,3000,5000,3000,5000,0,0.879873395,0.384288192,0.615711808,0.399552733,0.600447297
14780,Brenham, TX,1000,0,1000,1000,500,1000,1000,0,0.81665498,0.567448735,0.432551265,0.474046588,0.525953412
14820,Brevard, NC,1000,0,1000,1000,1000,500,1000,0,0.740717053,0.534083486,0.465916485,0.400938362,0.599061608
14860,Bridgeport-Stamford-Norwalk, CT,36000,13000,22000,10000,25000,8000,28000,0.376984477,0.623015523,0.280647814,0.719352186,0.233065724,0.766934276
15020,Brookhaven, MS,1000,0,1000,1000,500,0,1000,0,0.980642915,0.659579992,0.340420008,0,0.721559286
15100,Brookings, SD,1000,0,1000,500,1000,1000,1000,0,0.934011638,0.371492684,0.628507316,0.447774887,0.552225113
15180,Brownsville-Harlingen, TX,23000,10000,12000,16000,6000,9000,13000,0.455658436,0.544341564,0.716633916,0.283366084,0.414642751,0.585357249
15220,Brownwood, TX,1000,0,1000,1000,1000,1000,1000,0,0.866456687,0.588462114,0.411537856,0.427161217,0.572838783
15260,Brunswick, GA,4000,0,4000,3000,2000,2000,3000,0,0.868425548,0.589831769,0.410168231,0.374998212,0.625001788
15340,Bucyrus, OH,1000,0,1000,1000,1000,1000,1000,0,0.97389549,0.548671603,0.451328397,0.414140999,0.585859001
15380,Buffalo-Cheektowaga-Niagara Falls, NY,36000,4000,31000,16000,20000,12000,24000,0.119868398,0.880131602,0.44354862,0.55645138,0.330208838,0.669791162
15420,Burley, ID,2000,1000,1000,1000,1000,1000,1000,0.275097728,0.724902272,0.576788783,0.423211217,0.52282989,0.47717011
15460,Burlington, IA-IL,2000,0,2000,1000,1000,1000,1000,0,0.950659335,0.565648913,0.434351116,0.393631965,0.606368065
15500,Burlington, NC,6000,0,5000,4000,3000,3000,3000,0,0.763751447,0.581010163,0.418989837,0.532396197,0.467603803
15540,Burlington-South Burlington, VT,7000,0,6000,0,5000,0,5000,0,0.856772602,0,0.665702462,0,0.63006413
15620,Cadillac, MI,2000,0,2000,1000,1000,1000,1000,0,0.979563236,0.533722579,0.466277421,0.462424368,0.537575603
15660,Calhoun, GA,2000,0,2000,1000,1000,1000,1000,0,0.780580819,0.623279691,0.376720279,0.495978475,0.504021525
15680,California-Lexington Park, MD,4000,0,4000,0,3000,2000,2000,0,0.926618695,0,0.807766974,0.495022982,0.504976988
15700,Cambridge, MD,1000,0,1000,500,1000,500,1000,0,0.871111333,0.412079453,0.587920547,0.449873179,0.550126791
15740,Cambridge, OH,2000,0,2000,1000,1000,1000,1000,0,0.997558951,0.571493447,0.428506553,0.597998738,0.402001262
15780,Camden, AR,1000,0,1000,1000,0,0,1000,0,0.949819148,0.655402422,0,0,0.731192231
15820,Campbellsville, KY,1000,0,1000,1000,500,1000,500,0,0.969575524,0.689481795,0.310518205,0.524097025,0.475902975
15900,Canton, IL,1000,0,1000,1000,1000,500,1000,0,0.940226853,0.463922024,0.536077976,0.320964217,0.679035783
15940,Canton-Massillon, OH,13000,0,13000,7000,6000,5000,8000,0,0.978377163,0.517191887,0.482808143,0.400860161,0.59913981
15980,Cape Coral-Fort Myers, FL,20000,6000,13000,11000,9000,9000,11000,0.304672897,0.695327103,0.564517736,0.435482264,0.429411471,0.570588529
16020,Cape Girardeau, MO-IL,4000,0,3000,2000,2000,2000,2000,0,0.975282967,0.566511035,0.433488995,0.461745501,0.538254499
16060,Carbondale-Marion, IL,4000,0,4000,2000,2000,2000,3000,0,0.957573891,0.524345696,0.475654304,0.363907963,0.636092067
16100,Carlsbad-Artesia, NM,3000,0,2000,0,1000,1000,1000,0,0.732567966,0,0.551864386,0.491773307,0.508226693
16180,Carson City, NV,2000,0,1000,1000,1000,1000,1000,0,0.769897878,0.527058363,0.472941637,0.530766308,0.469233692
16220,Casper, WY,4000,0,3000,0,2000,1000,2000,0,0.938846767,0,0.608825862,0.385009795,0.614990234
16260,Cedar City, UT,2000,0,2000,1000,1000,1000,1000,0,0.94144547,0.506379604,0.493620425,0.44763577,0.55236423
16300,Cedar Rapids, IA,10000,0,9000,3000,7000,3000,7000,0,0.885048628,0.309398234,0.690601766,0.323154062,0.676845908
16340,Cedartown, GA,2000,0,1000,1000,1000,1000,1000,0,0.807916522,0.642571807,0.357428193,0.487376094,0.512623906
16380,Celina, OH,2000,0,2000,1000,1000,1000,1000,0,0.973739684,0.407397747,0.592602253,0.380322844,0.619677186
16460,Centralia, IL,1000,0,1000,1000,1000,500,1000,0,0.989872992,0.524926543,0.475073457,0.352654725,0.647345304
16500,Centralia, WA,3000,0,2000,2000,1000,1000,1000,0,0.792694688,0.592368066,0.407631934,0.471093476,0.528906524
16540,Chambersburg-Waynesboro, PA,6000,0,5000,2000,3000,3000,2000,0,0.933154166,0.465407431,0.534592569,0.576875627,0.423124373
16580,Champaign-Urbana, IL,8000,0,7000,4000,4000,3000,5000,0,0.816050887,0.457297564,0.542702436,0.395950735,0.604049265
16620,Charleston, WV,8000,0,7000,4000,4000,4000,4000,0,0.989043832,0.510457039,0.489542991,0.516913295,0.483086705
16660,Charleston-Mattoon, IL,2000,0,2000,1000,1000,0,1000,0,0.926752567,0.490470111,0.509529889,0,0.633819938
16700,Charleston-North Charleston, SC,29000,3000,26000,13000,15000,11000,18000,0.09702152,0.90297848,0.46613127,0.53386873,0.38666895,0.613331079
16740,Charlotte-Concord-Gastonia, NC-SC,96000,21000,73000,45000,49000,39000,57000,0.223071337,0.776928663,0.475843966,0.524156034,0.407176942,0.592823029
16820,Charlottesville, VA,8000,0,7000,3000,5000,3000,5000,0,0.890127599,0.354290426,0.645709574,0.368396342,0.631603658
16860,Chattanooga, TN-GA,20000,2000,17000,10000,9000,8000,12000,0.104312897,0.895687103,0.524407744,0.475592226,0.405856818,0.594143152
16980,Chicago-Naperville-Elgin, IL-IN-WI,381000,130000,244000,157000,220000,138000,243000,0.352516592,0.647483408,0.416661024,0.583338976,0.36206758,0.63793242
17020,Chico, CA,7000,0,6000,4000,4000,3000,4000,0,0.901131988,0.501515985,0.498484015,0.408096731,0.591903269
17140,Cincinnati, OH-KY-IN,86000,8000,76000,36000,49000,35000,51000,0.099067628,0.900932372,0.42331475,0.57668525,0.405794799,0.594205201
17200,Claremont-Lebanon, NH-VT,6000,0,5000,2000,3000,2000,4000,0,0.940036118,0.396183908,0.603816092,0.368424416,0.631575584
17220,Clarksburg, WV,3000,0,3000,2000,2000,2000,2000,0,0.976102173,0.504848361,0.495151639,0.494478524,0.505521476
17260,Clarksdale, MS,1000,0,1000,1000,0,500,1000,0,0.979728341,0.718536615,0,0.35595575,0.64404428
17300,Clarksville, TN-KY,14000,0,12000,7000,7000,7000,7000,0,0.90277493,0.511909962,0.488090038,0.499175847,0.500824153
17340,Clearlake, CA,2000,0,2000,1000,0,0,1000,0,0.737668157,0.61016953,0,0,0.595866144
17380,Cleveland, MS,1000,0,1000,1000,0,0,1000,0,0.986427009,0.812273741,0,0,0.793958962
17420,Cleveland, TN,4000,0,4000,2000,1000,2000,2000,0,0.931731284,0.62341547,0.3765845,0.485779494,0.514220476
17460,Cleveland-Elyria, OH,72000,7000,65000,31000,40000,29000,44000,0.098411441,0.901588559,0.441922367,0.558077633,0.394978911,0.605021119
17500,Clewiston, FL,2000,0,1000,1000,0,0,1000,0,0.594151139,0.764244854,0,0,0.561504364
17540,Clinton, IA,2000,0,2000,1000,1000,0,1000,0,0.946840882,0.484433532,0.515566468,0,0.601657152
17660,Coeur dAlene, ID,5000,0,5000,2000,3000,3000,2000,0,0.969651401,0.403104663,0.596895337,0.526585817,0.473414183
17700,Coffeyville, KS,1000,0,1000,1000,1000,1000,1000,0,0.929606616,0.582689643,0.417310357,0.40792039,0.592079639
17740,Coldwater, MI,2000,0,2000,1000,1000,1000,1000,0,0.898396909,0.665661216,0.334338814,0.504984736,0.495015264
17780,College Station-Bryan, TX,9000,2000,6000,4000,4000,4000,5000,0.259954989,0.740045011,0.489185333,0.510814667,0.438300252,0.561699748
17820,Colorado Springs, CO,30000,4000,26000,13000,17000,12000,18000,0.14311105,0.85688895,0.426713347,0.573286653,0.405333608,0.594666362
17900,Columbia, SC,30000,3000,27000,15000,15000,13000,17000,0.102695823,0.897304177,0.499085486,0.500914514,0.423045814,0.576954186
17980,Columbus, GA-AL,13000,0,12000,7000,5000,5000,8000,0,0.936994314,0.587289035,0.412710965,0.379442662,0.620557308
18020,Columbus, IN,3000,0,2000,0,2000,0,2000,0,0.817314446,0,0.568335354,0,0.584224105
18060,Columbus, MS,2000,0,2000,1000,1000,1000,1000,0,0.975334466,0.687691867,0.312308133,0.348998308,0.651001692
18100,Columbus, NE,1000,0,1000,1000,1000,1000,1000,0,0.819990337,0.55795908,0.44204089,0.396021694,0.603978276
18140,Columbus, OH,82000,14000,68000,37000,45000,34000,49000,0.171376526,0.828623474,0.449620724,0.550379276,0.408400774,0.591599226
18180,Concord, NH,5000,0,5000,2000,3000,2000,3000,0,0.923793495,0.311609745,0.688390255,0.373721391,0.626278639
18220,Connersville, IN,1000,0,1000,1000,500,500,500,0,0.924026728,0.619513869,0.380486101,0.474722654,0.525277376
18260,Cookeville, TN,4000,0,3000,2000,0,2000,2000,0,0.926581562,0.621859372,0,0.416414201,0.583585799
18380,Cordele, GA,1000,0,1000,1000,500,500,1000,0,0.963831604,0.677522421,0.322477549,0.335202992,0.664797008
18420,Corinth, MS,2000,0,2000,1000,1000,1000,1000,0,0.954656959,0.609490335,0.390509665,0.424119025,0.575881004
18460,Cornelia, GA,2000,0,1000,1000,1000,1000,1000,0,0.84778893,0.662244797,0.337755233,0.383883357,0.616116643
18500,Corning, NY,3000,0,3000,1000,2000,1000,2000,0,0.966942906,0.469723284,0.530276716,0.404288113,0.595711887
18580,Corpus Christi, TX,18000,3000,15000,9000,8000,8000,10000,0.144928038,0.855071962,0.527662992,0.472337037,0.463117957,0.536882043
18620,Corsicana, TX,2000,500,1000,1000,1000,1000,1000,0.226637542,0.773362458,0.596148133,0.403851867,0.486143768,0.513856232
18660,Cortland, NY,2000,0,2000,1000,1000,1000,1000,0,0.995249808,0.434835136,0.565164864,0.38579762,0.61420238
18700,Corvallis, OR,3000,0,3000,2000,1000,2000,1000,0,0.864351034,0.512322903,0.487677068,0.512949049,0.487050951
18740,Coshocton, OH,2000,0,2000,1000,1000,1000,1000,0,0.997558951,0.571493447,0.428506553,0.597998738,0.402001262
18820,Crawfordsville, IN,1000,0,1000,1000,1000,1000,1000,0,0.857120216,0.538523078,0.461476892,0.505542219,0.494457781
18860,Crescent City, CA,1000,0,1000,500,500,500,1000,0,0.879276276,0.545825005,0.454175025,0.421724588,0.578275442
18880,Crestview-Fort Walton Beach-Destin, FL,10000,1000,8000,5000,5000,3000,6000,0.134679437,0.865320563,0.519279778,0.480720222,0.357607663,0.642392337
19000,Cullowhee, NC,1000,0,1000,1000,500,1000,1000,0,0.947698176,0.609275699,0.390724331,0.434260398,0.565739632
19060,Cumberland, MD-WV,3000,0,3000,2000,2000,2000,2000,0,0.953787446,0.519988894,0.480011135,0.494273484,0.505726516
19100,Dallas-Fort Worth-Arlington, TX,314000,115000,193000,150000,161000,136000,178000,0.377650976,0.622349024,0.482041359,0.517958641,0.433992863,0.566007137
19140,Dalton, GA,6000,2000,4000,4000,2000,3000,3000,0.32587868,0.67412132,0.672352552,0.327647448,0.504372895,0.495627105
19180,Danville, IL,3000,0,3000,1000,2000,1000,2000,0,0.951425076,0.461978376,0.538021624,0.400640547,0.599359453
19260,Danville, VA,3000,0,3000,2000,1000,1000,2000,0,0.952342868,0.575458407,0.424541622,0.419093579,0.580906391
19340,Davenport-Moline-Rock Island, IA-IL,15000,0,13000,6000,8000,6000,9000,0,0.886711478,0.440481663,0.559518337,0.400955588,0.599044442
19380,Dayton, OH,29000,0,27000,16000,12000,12000,17000,0,0.932786882,0.564706326,0.435293674,0.40920046,0.59079957
19420,Dayton, TN,1000,0,1000,1000,0,1000,1000,0,0.969667792,0.572970331,0,0.518876851,0.481123149
19460,Decatur, AL,5000,0,5000,3000,3000,2000,3000,0,0.875876427,0.496005952,0.503994048,0.432286829,0.567713141
19500,Decatur, IL,4000,0,4000,2000,2000,0,2000,0,0.938305259,0.49329102,0.50670898,0,0.576810896
19540,Decatur, IN,1000,0,1000,1000,1000,1000,1000,0,0.997010171,0.471085012,0.528914988,0.499384999,0.500615001
19580,Defiance, OH,1000,0,1000,1000,1000,1000,1000,0,0.970681608,0.513791442,0.486208528,0.371975094,0.628024936
19620,Del Rio, TX,2000,1000,2000,2000,1000,1000,1000,0.322780192,0.677219808,0.655010819,0.344989181,0.450973332,0.549026668
19660,Deltona-Daytona Beach-Ormond Beach, FL,17000,2000,14000,9000,7000,7000,10000,0.148827553,0.851172447,0.557681918,0.442318112,0.426092803,0.573907197
19740,Denver-Aurora-Lakewood, CO,108000,28000,78000,41000,66000,38000,70000,0.268882096,0.731117904,0.382576406,0.617423594,0.355364412,0.644635558
19760,DeRidder, LA,1000,0,1000,1000,1000,1000,1000,0,0.982258558,0.44831413,0.55168587,0.419912934,0.580087066
19780,Des Moines-West Des Moines, IA,25000,5000,20000,9000,16000,12000,14000,0.191503048,0.808496952,0.344104826,0.655895174,0.463607639,0.536392331
19820,Detroit-Warren-Dearborn, MI,155000,29000,124000,69000,84000,57000,97000,0.189147294,0.810852706,0.449232161,0.550767839,0.370779067,0.629220963
19860,Dickinson, ND,1000,0,1000,500,1000,1000,1000,0,0.955851555,0.304757595,0.695242405,0.467978686,0.532021284
19940,Dixon, IL,1000,0,1000,500,1000,500,1000,0,0.944157422,0.419360816,0.580639184,0.37652269,0.62347734
19980,Dodge City, KS,2000,1000,1000,1000,1000,1000,1000,0.405519247,0.594480753,0.565042138,0.434957892,0.439800262,0.560199738
20020,Dothan, AL,5000,0,5000,3000,2000,2000,3000,0,0.946431875,0.554693937,0.445306093,0.458634913,0.541365087
20060,Douglas, GA,2000,0,2000,1000,1000,1000,1000,0,0.880528331,0.681833863,0.318166167,0.41410622,0.58589375
20100,Dover, DE,7000,0,6000,3000,4000,3000,4000,0,0.919618905,0.456716418,0.543283582,0.460580319,0.539419651
20140,Dublin, GA,2000,0,2000,2000,1000,1000,1000,0,0.961658299,0.676733792,0.323266208,0.364145935,0.635854065
20180,DuBois, PA,2000,0,2000,1000,1000,1000,1000,0,0.957701623,0.454724669,0.545275331,0.477033943,0.522966027
20220,Dubuque, IA,4000,0,3000,1000,2000,1000,2000,0,0.966957629,0.351960063,0.648039937,0.343988478,0.656011522
20260,Duluth, MN-WI,9000,0,9000,4000,5000,4000,5000,0,0.956190825,0.434952319,0.565047681,0.448484391,0.551515579
